qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_ms,q2_ms,q3_ms,race_name,year,round,circuitId,era,full_name,nationality,constructor_name,circuit_name,country,positionOrder,points,grid,dnf,grid_vs_finish,best_qual_ms,q1_vs_team_avg_ms,reached_q2,reached_q3
5253,872,18,1,3,2,1:24.672,1:24.255,1:24.133,84672.0,84255.0,84133.0,Italian Grand Prix,2012,13,14,V8,Jenson Button,British,McLaren,Autodromo Nazionale di Monza,Italy,23,0.0,2,True,-21.0,84133.0,230.5,1,1
5254,872,13,6,6,3,1:24.882,1:24.505,1:24.247,84882.0,84505.0,84247.0,Italian Grand Prix,2012,13,14,V8,Felipe Massa,Brazilian,Ferrari,Autodromo Nazionale di Monza,Italy,4,12.0,3,False,-1.0,84247.0,353.5,1,1
5255,872,814,10,11,4,1:24.875,1:24.345,1:24.304,84875.0,84345.0,84304.0,Italian Grand Prix,2012,13,14,V8,Paul di Resta,British,Force India,Autodromo Nazionale di Monza,Italy,8,4.0,9,False,1.0,84304.0,0.0,1,1
5256,872,30,131,7,5,1:25.302,1:24.675,1:24.540,85301.99999999999,84675.0,84539.99999999999,Italian Grand Prix,2012,13,14,V8,Michael Schumacher,German,Mercedes,Autodromo Nazionale di Monza,Italy,6,8.0,4,False,-2.0,84539.99999999999,306.49999999998545,1,1
5257,872,20,9,1,6,1:25.011,1:24.687,1:24.802,85011.0,84687.0,84801.99999999999,Italian Grand Prix,2012,13,14,V8,Sebastian Vettel,German,Red Bull,Autodromo Nazionale di Monza,Italy,22,0.0,5,True,-17.0,84801.99999999999,-272.5,1,1
5258,872,3,131,8,7,1:24.689,1:24.515,1:24.833,84689.0,84515.0,84833.0,Italian Grand Prix,2012,13,14,V8,Nico Rosberg,German,Mercedes,Autodromo Nazionale di Monza,Italy,7,6.0,6,False,-1.0,84833.0,-306.5,1,1
5259,872,8,208,9,8,1:25.151,1:24.742,1:24.855,85151.0,84742.0,84855.0,Italian Grand Prix,2012,13,14,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Lotus F1,Autodromo Nazionale di Monza,Italy,5,10.0,7,False,2.0,84855.0,-341.5,1,1
5260,872,155,15,14,9,1:25.317,1:24.683,1:25.109,85317.0,84683.0,85109.00000000001,Italian Grand Prix,2012,13,14,V8,Kamui Kobayashi,Japanese,Sauber,Autodromo Nazionale di Monza,Italy,9,2.0,8,False,-1.0,85109.00000000001,8.5,1,1
5261,872,4,6,5,10,1:24.175,1:24.242,1:25.678,84175.0,84242.0,85678.0,Italian Grand Prix,2012,13,14,V8,Fernando Alonso,Spanish,Ferrari,Autodromo Nazionale di Monza,Italy,3,15.0,10,False,7.0,85678.0,-353.5,1,1
5262,872,17,9,2,11,1:25.556,1:24.809,,85556.0,84809.0,,Italian Grand Prix,2012,13,14,V8,Mark Webber,Australian,Red Bull,Autodromo Nazionale di Monza,Italy,20,0.0,11,True,-9.0,84809.0,272.5,1,0
5263,872,813,3,18,12,1:25.103,1:24.820,,85103.00000000001,84820.0,,Italian Grand Prix,2012,13,14,V8,Pastor Maldonado,Venezuelan,Williams,Autodromo Nazionale di Monza,Italy,11,0.0,22,False,11.0,84820.0,-15.999999999985448,1,0
5264,872,815,15,15,13,1:25.300,1:24.901,,85300.0,84901.0,,Italian Grand Prix,2012,13,14,V8,Sergio PÃÂ©rez,Mexican,Sauber,Autodromo Nazionale di Monza,Italy,2,18.0,12,False,10.0,84901.0,-8.5,1,0
5265,872,811,3,19,14,1:25.135,1:25.042,,85135.0,85042.0,,Italian Grand Prix,2012,13,14,V8,Bruno Senna,Brazilian,Williams,Autodromo Nazionale di Monza,Italy,10,1.0,13,False,3.0,85042.0,16.0,1,0
5266,872,817,5,16,15,1:25.728,1:25.312,,85728.00000000001,85312.0,,Italian Grand Prix,2012,13,14,V8,Daniel Ricciardo,Australian,Toro Rosso,Autodromo Nazionale di Monza,Italy,12,0.0,14,False,2.0,85312.0,39.50000000001455,1,0
5267,872,816,208,10,16,1:25.834,1:25.408,,85834.0,85408.0,,Italian Grand Prix,2012,13,14,V8,JÃÂ©rÃÂ«me d'Ambrosio,Belgian,Lotus F1,Autodromo Nazionale di Monza,Italy,13,0.0,15,False,2.0,85408.0,341.5,1,0
5268,872,818,5,17,17,1:25.649,1:25.441,,85649.0,85441.0,,Italian Grand Prix,2012,13,14,V8,Jean-ÃÃ¤ric Vergne,French,Toro Rosso,Autodromo Nazionale di Monza,Italy,24,0.0,16,True,-8.0,85441.0,-39.5,1,0
5269,872,5,207,20,18,1:26.382,,,86382.0,,,Italian Grand Prix,2012,13,14,V8,Heikki Kovalainen,Finnish,Caterham,Autodromo Nazionale di Monza,Italy,14,0.0,17,False,3.0,86382.0,-252.5,0,0
5270,872,808,207,21,19,1:26.887,,,86887.0,,,Italian Grand Prix,2012,13,14,V8,Vitaly Petrov,Russian,Caterham,Autodromo Nazionale di Monza,Italy,15,0.0,18,False,3.0,86887.0,252.5,0,0
5271,872,10,206,24,20,1:27.039,,,87039.0,,,Italian Grand Prix,2012,13,14,V8,Timo Glock,German,Marussia,Autodromo Nazionale di Monza,Italy,17,0.0,19,False,2.0,87039.0,-17.0,0,0
5272,872,819,206,25,21,1:27.073,,,87073.00000000001,,,Italian Grand Prix,2012,13,14,V8,Charles Pic,French,Marussia,Autodromo Nazionale di Monza,Italy,16,0.0,20,False,4.0,87073.00000000001,17.000000000014552,0,0
5273,872,39,164,23,22,1:27.441,,,87441.0,,,Italian Grand Prix,2012,13,14,V8,Narain Karthikeyan,Indian,HRT,Autodromo Nazionale di Monza,Italy,19,0.0,21,False,2.0,87441.0,-94.0,0,0
5274,872,37,164,22,23,1:27.629,,,87629.0,,,Italian Grand Prix,2012,13,14,V8,Pedro de la Rosa,Spanish,HRT,Autodromo Nazionale di Monza,Italy,18,0.0,23,False,5.0,87629.0,94.0,0,0
5275,873,1,1,4,1,1:48.285,1:46.665,1:46.362,108285.0,106664.99999999999,106362.0,Singapore Grand Prix,2012,14,15,V8,Lewis Hamilton,British,McLaren,Marina Bay Street Circuit,Singapore,24,0.0,1,True,-23.0,106362.0,-548.0,1,1
5276,873,813,3,18,2,1:49.494,1:47.602,1:46.804,109494.0,107602.0,106804.0,Singapore Grand Prix,2012,14,15,V8,Pastor Maldonado,Venezuelan,Williams,Marina Bay Street Circuit,Singapore,22,0.0,2,True,-20.0,106804.0,-157.5,1,1
5277,873,20,9,1,3,1:48.240,1:46.791,1:46.905,108240.00000000001,106791.0,106905.0,Singapore Grand Prix,2012,14,15,V8,Sebastian Vettel,German,Red Bull,Marina Bay Street Circuit,Singapore,1,25.0,3,False,2.0,106905.0,-238.49999999998545,1,1
5278,873,18,1,3,4,1:49.381,1:47.661,1:46.939,109381.0,107661.0,106939.0,Singapore Grand Prix,2012,14,15,V8,Jenson Button,British,McLaren,Marina Bay Street Circuit,Singapore,2,18.0,4,False,2.0,106939.0,548.0,1,1
5279,873,4,6,5,5,1:49.391,1:47.567,1:47.216,109390.99999999999,107567.0,107216.00000000001,Singapore Grand Prix,2012,14,15,V8,Fernando Alonso,Spanish,Ferrari,Marina Bay Street Circuit,Singapore,3,15.0,5,False,2.0,107216.00000000001,-188.00000000001455,1,1
5280,873,814,10,11,6,1:48.028,1:47.667,1:47.241,108027.99999999999,107667.0,107241.0,Singapore Grand Prix,2012,14,15,V8,Paul di Resta,British,Force India,Marina Bay Street Circuit,Singapore,4,12.0,6,False,2.0,107241.0,-759.5000000000146,1,1
5281,873,17,9,2,7,1:48.717,1:47.513,1:47.475,108717.0,107513.0,107475.0,Singapore Grand Prix,2012,14,15,V8,Mark Webber,Australian,Red Bull,Marina Bay Street Circuit,Singapore,11,0.0,7,False,-4.0,107475.0,238.5,1,1
5282,873,154,208,10,8,1:47.688,1:47.529,1:47.788,107688.0,107529.0,107788.0,Singapore Grand Prix,2012,14,15,V8,Romain Grosjean,French,Lotus F1,Marina Bay Street Circuit,Singapore,7,6.0,8,False,1.0,107788.0,-240.5,1,1
5283,873,30,131,7,9,1:49.546,1:47.823,,109545.99999999999,107823.00000000001,,Singapore Grand Prix,2012,14,15,V8,Michael Schumacher,German,Mercedes,Marina Bay Street Circuit,Singapore,21,0.0,9,True,-12.0,107823.00000000001,41.49999999998545,1,0
5284,873,3,131,8,10,1:49.463,1:47.943,,109463.0,107943.0,,Singapore Grand Prix,2012,14,15,V8,Nico Rosberg,German,Mercedes,Marina Bay Street Circuit,Singapore,5,10.0,10,False,5.0,107943.0,-41.5,1,0
5285,873,807,10,12,11,1:49.547,1:47.975,,109547.0,107975.0,,Singapore Grand Prix,2012,14,15,V8,Nico HÃ_lkenberg,German,Force India,Marina Bay Street Circuit,Singapore,14,0.0,11,False,-3.0,107975.0,759.5,1,0
5286,873,8,208,9,12,1:48.169,1:48.261,,108169.0,108261.0,,Singapore Grand Prix,2012,14,15,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Lotus F1,Marina Bay Street Circuit,Singapore,6,8.0,12,False,6.0,108261.0,240.5,1,0
5287,873,13,6,6,13,1:49.767,1:48.344,,109767.0,108344.0,,Singapore Grand Prix,2012,14,15,V8,Felipe Massa,Brazilian,Ferrari,Marina Bay Street Circuit,Singapore,8,4.0,13,False,5.0,108344.0,188.0,1,0
5288,873,815,15,15,14,1:49.055,1:48.505,,109055.0,108505.0,,Singapore Grand Prix,2012,14,15,V8,Sergio PÃÂ©rez,Mexican,Sauber,Marina Bay Street Circuit,Singapore,10,1.0,14,False,4.0,108505.0,-439.0,1,0
5289,873,817,5,16,15,1:49.023,1:48.774,,109023.0,108774.0,,Singapore Grand Prix,2012,14,15,V8,Daniel Ricciardo,Australian,Toro Rosso,Marina Bay Street Circuit,Singapore,9,2.0,15,False,6.0,108774.0,-270.5,1,0
5290,873,818,5,17,16,1:49.564,1:48.849,,109564.0,108848.99999999999,,Singapore Grand Prix,2012,14,15,V8,Jean-ÃÃ¤ric Vergne,French,Toro Rosso,Marina Bay Street Circuit,Singapore,20,0.0,16,True,-4.0,108848.99999999999,270.5,1,0
5291,873,811,3,19,17,1:49.809,,,109809.0,,,Singapore Grand Prix,2012,14,15,V8,Bruno Senna,Brazilian,Williams,Marina Bay Street Circuit,Singapore,18,0.0,22,True,4.0,109809.0,157.5,0,0
5292,873,155,15,14,18,1:49.933,,,109933.0,,,Singapore Grand Prix,2012,14,15,V8,Kamui Kobayashi,Japanese,Sauber,Marina Bay Street Circuit,Singapore,13,0.0,17,False,4.0,109933.0,439.0,0,0
5293,873,808,207,21,19,1:50.846,,,110846.0,,,Singapore Grand Prix,2012,14,15,V8,Vitaly Petrov,Russian,Caterham,Marina Bay Street Circuit,Singapore,19,0.0,18,False,-1.0,110846.0,-145.5,0,0
5294,873,5,207,20,20,1:51.137,,,111137.0,,,Singapore Grand Prix,2012,14,15,V8,Heikki Kovalainen,Finnish,Caterham,Marina Bay Street Circuit,Singapore,15,0.0,19,False,4.0,111137.0,145.5,0,0
5295,873,10,206,24,21,1:51.370,,,111370.0,,,Singapore Grand Prix,2012,14,15,V8,Timo Glock,German,Marussia,Marina Bay Street Circuit,Singapore,12,0.0,20,False,8.0,111370.0,-196.0,0,0
5296,873,819,206,25,22,1:51.762,,,111762.0,,,Singapore Grand Prix,2012,14,15,V8,Charles Pic,French,Marussia,Marina Bay Street Circuit,Singapore,16,0.0,21,False,5.0,111762.0,196.0,0,0
5297,873,39,164,23,23,1:52.372,,,112372.0,,,Singapore Grand Prix,2012,14,15,V8,Narain Karthikeyan,Indian,HRT,Marina Bay Street Circuit,Singapore,23,0.0,23,True,0.0,112372.0,-491.5,0,0
5298,873,37,164,22,24,1:53.355,,,113354.99999999999,,,Singapore Grand Prix,2012,14,15,V8,Pedro de la Rosa,Spanish,HRT,Marina Bay Street Circuit,Singapore,17,0.0,24,False,7.0,113354.99999999999,491.49999999998545,0,0
5299,874,20,9,1,1,1:32.608,1:31.501,1:30.839,92608.0,91501.0,90839.0,Japanese Grand Prix,2012,15,22,V8,Sebastian Vettel,German,Red Bull,Suzuka Circuit,Japan,1,25.0,1,False,0.0,90839.0,-171.5,1,1
5300,874,17,9,2,2,1:32.951,1:31.950,1:31.090,92951.0,91950.0,91090.0,Japanese Grand Prix,2012,15,22,V8,Mark Webber,Australian,Red Bull,Suzuka Circuit,Japan,9,2.0,2,False,-7.0,91090.0,171.5,1,1
5301,874,18,1,3,3,1:33.077,1:31.772,1:31.290,93077.0,91771.99999999999,91289.99999999999,Japanese Grand Prix,2012,15,22,V8,Jenson Button,British,McLaren,Suzuka Circuit,Japan,4,12.0,8,False,4.0,91289.99999999999,8.0,1,1
5302,874,155,15,14,4,1:32.042,1:31.886,1:31.700,92042.0,91886.0,91700.0,Japanese Grand Prix,2012,15,22,V8,Kamui Kobayashi,Japanese,Sauber,Suzuka Circuit,Japan,3,15.0,3,False,0.0,91700.0,-52.5,1,1
5303,874,154,208,10,5,1:32.029,1:31.988,1:31.898,92029.0,91988.0,91898.0,Japanese Grand Prix,2012,15,22,V8,Romain Grosjean,French,Lotus F1,Suzuka Circuit,Japan,19,0.0,4,False,-15.0,91898.0,-96.0,1,1
5304,874,815,15,15,6,1:32.147,1:32.169,1:32.022,92146.99999999999,92169.0,92021.99999999999,Japanese Grand Prix,2012,15,22,V8,Sergio PÃÂ©rez,Mexican,Sauber,Suzuka Circuit,Japan,22,0.0,5,True,-17.0,92021.99999999999,52.49999999998545,1,1
5305,874,4,6,5,7,1:32.459,1:31.833,1:32.114,92459.0,91833.0,92114.0,Japanese Grand Prix,2012,15,22,V8,Fernando Alonso,Spanish,Ferrari,Suzuka Circuit,Japan,23,0.0,6,True,-17.0,92114.0,-243.5,1,1
5306,874,8,208,9,8,1:32.221,1:31.826,1:32.208,92221.0,91826.0,92208.0,Japanese Grand Prix,2012,15,22,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Lotus F1,Suzuka Circuit,Japan,6,8.0,7,False,1.0,92208.0,96.0,1,1
5307,874,1,1,4,9,1:33.061,1:32.121,1:32.327,93061.0,92121.00000000001,92327.0,Japanese Grand Prix,2012,15,22,V8,Lewis Hamilton,British,McLaren,Suzuka Circuit,Japan,5,10.0,9,False,4.0,92327.0,-8.0,1,1
5308,874,807,10,12,10,1:32.828,1:32.272,,92828.0,92271.99999999999,,Japanese Grand Prix,2012,15,22,V8,Nico HÃ_lkenberg,German,Force India,Suzuka Circuit,Japan,7,6.0,15,False,8.0,92271.99999999999,-35.0,1,0
5309,874,13,6,6,11,1:32.946,1:32.293,,92946.0,92293.0,,Japanese Grand Prix,2012,15,22,V8,Felipe Massa,Brazilian,Ferrari,Suzuka Circuit,Japan,2,18.0,10,False,8.0,92293.0,243.5,1,0
5310,874,814,10,11,12,1:32.898,1:32.327,,92898.0,92327.0,,Japanese Grand Prix,2012,15,22,V8,Paul di Resta,British,Force India,Suzuka Circuit,Japan,12,0.0,11,False,-1.0,92327.0,35.0,1,0
5311,874,30,131,7,13,1:33.349,1:32.469,,93348.99999999999,92469.0,,Japanese Grand Prix,2012,15,22,V8,Michael Schumacher,German,Mercedes,Suzuka Circuit,Japan,11,0.0,23,False,12.0,92469.0,166.99999999998545,1,0
5312,874,813,3,18,14,1:32.834,1:32.512,,92834.0,92512.0,,Japanese Grand Prix,2012,15,22,V8,Pastor Maldonado,Venezuelan,Williams,Suzuka Circuit,Japan,8,4.0,12,False,4.0,92512.0,-285.5,1,0
5313,874,3,131,8,15,1:33.015,1:32.625,,93015.0,92625.0,,Japanese Grand Prix,2012,15,22,V8,Nico Rosberg,German,Mercedes,Suzuka Circuit,Japan,24,0.0,13,True,-11.0,92625.0,-167.0,1,0
5314,874,817,5,16,16,1:33.059,1:32.954,,93059.0,92954.00000000001,,Japanese Grand Prix,2012,15,22,V8,Daniel Ricciardo,Australian,Toro Rosso,Suzuka Circuit,Japan,10,1.0,14,False,4.0,92954.00000000001,-155.5,1,0
5315,874,818,5,17,17,1:33.370,1:33.368,,93370.0,93368.0,,Japanese Grand Prix,2012,15,22,V8,Jean-ÃÃ¤ric Vergne,French,Toro Rosso,Suzuka Circuit,Japan,13,0.0,19,False,6.0,93368.0,155.5,1,0
5316,874,811,3,19,18,1:33.405,,,93405.0,,,Japanese Grand Prix,2012,15,22,V8,Bruno Senna,Brazilian,Williams,Suzuka Circuit,Japan,14,0.0,16,False,2.0,93405.0,285.5,0,0
5317,874,5,207,20,19,1:34.657,,,94657.0,,,Japanese Grand Prix,2012,15,22,V8,Heikki Kovalainen,Finnish,Caterham,Suzuka Circuit,Japan,15,0.0,17,False,2.0,94657.0,-387.5,0,0
5318,874,10,206,24,20,1:35.213,,,95213.0,,,Japanese Grand Prix,2012,15,22,V8,Timo Glock,German,Marussia,Suzuka Circuit,Japan,16,0.0,18,False,2.0,95213.0,-108.0,0,0
5319,874,37,164,22,21,1:35.385,,,95384.99999999999,,,Japanese Grand Prix,2012,15,22,V8,Pedro de la Rosa,Spanish,HRT,Suzuka Circuit,Japan,18,0.0,20,False,2.0,95384.99999999999,-674.5000000000146,0,0
5320,874,819,206,25,22,1:35.429,,,95429.0,,,Japanese Grand Prix,2012,15,22,V8,Charles Pic,French,Marussia,Suzuka Circuit,Japan,20,0.0,21,True,1.0,95429.0,108.0,0,0
5321,874,808,207,21,23,1:35.432,,,95432.0,,,Japanese Grand Prix,2012,15,22,V8,Vitaly Petrov,Russian,Caterham,Suzuka Circuit,Japan,17,0.0,22,False,5.0,95432.0,387.5,0,0
5322,874,39,164,23,24,1:36.734,,,96734.00000000001,,,Japanese Grand Prix,2012,15,22,V8,Narain Karthikeyan,Indian,HRT,Suzuka Circuit,Japan,21,0.0,24,True,3.0,96734.00000000001,674.5000000000146,0,0
5323,875,17,9,2,1,1:38.397,1:38.220,1:37.242,98396.99999999999,98220.0,97241.99999999999,Korean Grand Prix,2012,16,35,V8,Mark Webber,Australian,Red Bull,Korean International Circuit,Korea,2,18.0,1,False,-1.0,97241.99999999999,94.49999999998545,1,1
5324,875,20,9,1,2,1:38.208,1:37.767,1:37.316,98208.0,97767.0,97316.0,Korean Grand Prix,2012,16,35,V8,Sebastian Vettel,German,Red Bull,Korean International Circuit,Korea,1,25.0,2,False,1.0,97316.0,-94.5,1,1
5325,875,1,1,4,3,1:39.180,1:38.000,1:37.469,99180.0,98000.0,97469.0,Korean Grand Prix,2012,16,35,V8,Lewis Hamilton,British,McLaren,Korean International Circuit,Korea,10,1.0,3,False,-7.0,97469.0,282.5,1,1
5326,875,4,6,5,4,1:39.144,1:37.987,1:37.534,99144.0,97987.0,97533.99999999999,Korean Grand Prix,2012,16,35,V8,Fernando Alonso,Spanish,Ferrari,Korean International Circuit,Korea,3,15.0,4,False,1.0,97533.99999999999,103.5,1,1
5327,875,8,208,9,5,1:38.887,1:38.227,1:37.625,98887.0,98227.0,97625.0,Korean Grand Prix,2012,16,35,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Lotus F1,Korean International Circuit,Korea,5,10.0,5,False,0.0,97625.0,12.0,1,1
5328,875,13,6,6,6,1:38.937,1:38.253,1:37.884,98937.0,98253.0,97884.0,Korean Grand Prix,2012,16,35,V8,Felipe Massa,Brazilian,Ferrari,Korean International Circuit,Korea,4,12.0,6,False,2.0,97884.0,-103.5,1,1
5329,875,154,208,10,7,1:38.863,1:38.275,1:37.934,98863.0,98275.0,97934.0,Korean Grand Prix,2012,16,35,V8,Romain Grosjean,French,Lotus F1,Korean International Circuit,Korea,7,6.0,7,False,0.0,97934.0,-12.0,1,1
5330,875,807,10,12,8,1:38.981,1:38.428,1:38.266,98981.0,98428.0,98265.99999999999,Korean Grand Prix,2012,16,35,V8,Nico HÃ_lkenberg,German,Force India,Korean International Circuit,Korea,6,8.0,8,False,2.0,98265.99999999999,19.5,1,1
5331,875,3,131,8,9,1:38.999,1:38.417,1:38.361,98999.0,98417.0,98360.99999999999,Korean Grand Prix,2012,16,35,V8,Nico Rosberg,German,Mercedes,Korean International Circuit,Korea,23,0.0,9,True,-14.0,98360.99999999999,95.5,1,1
5332,875,30,131,7,10,1:38.808,1:38.436,1:38.513,98808.0,98436.0,98513.0,Korean Grand Prix,2012,16,35,V8,Michael Schumacher,German,Mercedes,Korean International Circuit,Korea,13,0.0,10,False,-3.0,98513.0,-95.5,1,1
5333,875,18,1,3,11,1:38.615,1:38.441,,98615.00000000001,98441.0,,Korean Grand Prix,2012,16,35,V8,Jenson Button,British,McLaren,Korean International Circuit,Korea,24,0.0,11,True,-13.0,98441.0,-282.49999999998545,1,0
5334,875,815,15,15,12,1:38.630,1:38.460,,98630.0,98460.00000000001,,Korean Grand Prix,2012,16,35,V8,Sergio PÃÂ©rez,Mexican,Sauber,Korean International Circuit,Korea,11,0.0,12,False,1.0,98460.00000000001,-44.5,1,0
5335,875,155,15,14,13,1:38.719,1:38.594,,98719.0,98594.0,,Korean Grand Prix,2012,16,35,V8,Kamui Kobayashi,Japanese,Sauber,Korean International Circuit,Korea,22,0.0,13,True,-9.0,98594.0,44.5,1,0
5336,875,814,10,11,14,1:38.942,1:38.643,,98942.0,98643.0,,Korean Grand Prix,2012,16,35,V8,Paul di Resta,British,Force India,Korean International Circuit,Korea,12,0.0,14,False,2.0,98643.0,-19.5,1,0
5337,875,813,3,18,15,1:39.024,1:38.725,,99024.0,98725.0,,Korean Grand Prix,2012,16,35,V8,Pastor Maldonado,Venezuelan,Williams,Korean International Circuit,Korea,14,0.0,15,False,1.0,98725.0,-209.5,1,0
5338,875,817,5,16,16,1:38.784,1:39.084,,98783.99999999999,99084.0,,Korean Grand Prix,2012,16,35,V8,Daniel Ricciardo,Australian,Toro Rosso,Korean International Circuit,Korea,9,2.0,21,False,12.0,99084.0,19.999999999985448,1,0
5339,875,818,5,17,17,1:38.744,1:39.340,,98744.0,99340.0,,Korean Grand Prix,2012,16,35,V8,Jean-ÃÃ¤ric Vergne,French,Toro Rosso,Korean International Circuit,Korea,8,4.0,16,False,8.0,99340.0,-20.0,1,0
5340,875,811,3,19,18,1:39.443,,,99443.0,,,Korean Grand Prix,2012,16,35,V8,Bruno Senna,Brazilian,Williams,Korean International Circuit,Korea,15,0.0,17,False,2.0,99443.0,209.5,0,0
5341,875,808,207,21,19,1:40.207,,,100207.0,,,Korean Grand Prix,2012,16,35,V8,Vitaly Petrov,Russian,Caterham,Korean International Circuit,Korea,16,0.0,18,False,2.0,100207.0,-63.0,0,0
5342,875,5,207,20,20,1:40.333,,,100333.0,,,Korean Grand Prix,2012,16,35,V8,Heikki Kovalainen,Finnish,Caterham,Korean International Circuit,Korea,17,0.0,19,False,2.0,100333.0,63.0,0,0
5343,875,819,206,25,21,1:41.317,,,101317.0,,,Korean Grand Prix,2012,16,35,V8,Charles Pic,French,Marussia,Korean International Circuit,Korea,19,0.0,24,False,5.0,101317.0,-27.0,0,0
5344,875,10,206,24,22,1:41.371,,,101371.00000000001,,,Korean Grand Prix,2012,16,35,V8,Timo Glock,German,Marussia,Korean International Circuit,Korea,18,0.0,20,False,2.0,101371.00000000001,27.000000000014552,0,0
5345,875,37,164,22,23,1:42.881,,,102881.0,,,Korean Grand Prix,2012,16,35,V8,Pedro de la Rosa,Spanish,HRT,Korean International Circuit,Korea,21,0.0,22,True,1.0,102881.0,0.0,0,0
5346,876,20,9,1,1,1:26.387,1:25.435,1:25.283,86387.0,85435.0,85283.0,Indian Grand Prix,2012,17,68,V8,Sebastian Vettel,German,Red Bull,Buddh International Circuit,India,1,25.0,1,False,0.0,85283.0,-178.5,1,1
5347,876,17,9,2,2,1:26.744,1:25.610,1:25.327,86744.0,85610.0,85327.0,Indian Grand Prix,2012,17,68,V8,Mark Webber,Australian,Red Bull,Buddh International Circuit,India,3,15.0,2,False,-1.0,85327.0,178.5,1,1
5348,876,1,1,4,3,1:26.516,1:25.816,1:25.544,86515.99999999999,85816.0,85544.0,Indian Grand Prix,2012,17,68,V8,Lewis Hamilton,British,McLaren,Buddh International Circuit,India,4,12.0,3,False,-1.0,85544.0,-24.000000000014552,1,1
5349,876,18,1,3,4,1:26.564,1:25.467,1:25.659,86564.0,85467.0,85658.99999999999,Indian Grand Prix,2012,17,68,V8,Jenson Button,British,McLaren,Buddh International Circuit,India,5,10.0,4,False,-1.0,85658.99999999999,24.0,1,1
5350,876,4,6,5,5,1:26.829,1:25.834,1:25.773,86829.00000000001,85834.0,85773.0,Indian Grand Prix,2012,17,68,V8,Fernando Alonso,Spanish,Ferrari,Buddh International Circuit,India,2,18.0,5,False,3.0,85773.0,-54.99999999998545,1,1
5351,876,13,6,6,6,1:26.939,1:26.111,1:25.857,86939.0,86111.0,85857.0,Indian Grand Prix,2012,17,68,V8,Felipe Massa,Brazilian,Ferrari,Buddh International Circuit,India,6,8.0,6,False,0.0,85857.0,55.0,1,1
5352,876,8,208,9,7,1:26.740,1:26.101,1:26.236,86740.0,86101.0,86236.0,Indian Grand Prix,2012,17,68,V8,Kimi RÃ_ikkÃÂ¦nen,Finnish,Lotus F1,Buddh International Circuit,India,7,6.0,7,False,0.0,86236.0,-78.5,1,1
5353,876,815,15,15,8,1:27.179,1:26.076,1:26.360,87179.0,86076.0,86360.0,Indian Grand Prix,2012,17,68,V8,Sergio PÃÂ©rez,Mexican,Sauber,Buddh International Circuit,India,24,0.0,8,True,-16.0,86360.0,-169.0,1,1
5354,876,813,3,18,9,1:26.048,1:25.983,1:26.713,86048.0,85983.0,86713.0,Indian Grand Prix,2012,17,68,V8,Pastor Maldonado,Venezuelan,Williams,Buddh International Circuit,India,16,0.0,9,False,-7.0,86713.0,-401.5,1,1
5355,876,3,131,8,10,1:26.458,1:25.976,,86458.0,85976.0,,Indian Grand Prix,2012,17,68,V8,Nico Rosberg,German,Mercedes,Buddh International Circuit,India,11,0.0,10,False,-1.0,85976.0,-512.0,1,0
5356,876,154,208,10,11,1:26.897,1:26.136,,86896.99999999999,86136.0,,Indian Grand Prix,2012,17,68,V8,Romain Grosjean,French,Lotus F1,Buddh International Circuit,India,9,2.0,11,False,2.0,86136.0,78.49999999998545,1,0
5357,876,807,10,12,12,1:27.185,1:26.241,,87185.0,86241.0,,Indian Grand Prix,2012,17,68,V8,Nico HÃ_lkenberg,German,Force India,Buddh International Circuit,India,8,4.0,12,False,4.0,86241.0,-138.5,1,0
5358,876,811,3,19,13,1:26.851,1:26.331,,86851.0,86331.0,,Indian Grand Prix,2012,17,68,V8,Bruno Senna,Brazilian,Williams,Buddh International Circuit,India,10,1.0,13,False,3.0,86331.0,401.5,1,0
5359,876,30,131,7,14,1:27.482,1:26.574,,87482.0,86574.0,,Indian Grand Prix,2012,17,68,V8,Michael Schumacher,German,Mercedes,Buddh International Circuit,India,22,0.0,14,True,-8.0,86574.0,512.0,1,0
5360,876,817,5,16,15,1:27.006,1:26.777,,87006.0,86777.0,,Indian Grand Prix,2012,17,68,V8,Daniel Ricciardo,Australian,Toro Rosso,Buddh International Circuit,India,13,0.0,15,False,2.0,86777.0,-259.5,1,0
5361,876,814,10,11,16,1:27.462,1:26.989,,87462.0,86989.0,,Indian Grand Prix,2012,17,68,V8,Paul di Resta,British,Force India,Buddh International Circuit,India,12,0.0,16,False,4.0,86989.0,138.5,1,0
5362,876,155,15,14,17,1:27.517,1:27.219,,87517.0,87219.0,,Indian Grand Prix,2012,17,68,V8,Kamui Kobayashi,Japanese,Sauber,Buddh International Circuit,India,14,0.0,17,False,3.0,87219.0,169.0,1,0
5363,876,818,5,17,18,1:27.525,,,87525.0,,,Indian Grand Prix,2012,17,68,V8,Jean-ÃÃ¤ric Vergne,French,Toro Rosso,Buddh International Circuit,India,15,0.0,18,False,3.0,87525.0,259.5,0,0
